"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Installierte Leistung";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW"
"SEE928150243262";"11217-Coil-Bernburg-EEG";"In Betrieb";"Solare Strahlungsenergie";"745,79";"616";"7/29/2022";"7/29/2022";"Sachsen-Anhalt";"06406";"Bernburg";"Claude-Breda-Straße";"1";"";"";"15089030";"51,805699";"11,694309";"1394";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"11/14/2022";"";"";"Yokk Nahstrom GmbH";"ABR927957360349";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Stadtwerke Bernburg GmbH (SNB953669866350)";"SNB953669866350";"In Prüfung";"Mittelspannung";"SEL918052294103";"EEG990049485688";"";"7/29/2022";"745,79";"";"";"";"";""
"SEE980382033684";"Erweiterung 2020";"In Betrieb";"Solare Strahlungsenergie";"750";"660";"12/15/2020";"8/3/2022";"Sachsen-Anhalt";"06295";"Lutherstadt Eisleben";"Kasseler Straße";"46";"";"";"15087130";"51,526696";"11,522956";"2000";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/3/2022";"";"";"EPC 42 GmbH & Co. KG";"ABR933074795872";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL961596064275";"EEG956939636288";"";"12/15/2020";"750";"";"";"";"";""
"SEE944352616444";"Solaranlage Hanspach";"In Betrieb";"Solare Strahlungsenergie";"10";"10";"8/3/2022";"8/3/2022";"Sachsen";"02782";"Seifhennersdorf";"";"";"";"";"14626530";"";"";"32";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/3/2022";"";"";"natürliche Person (ABR956286975061)";"ABR956286975061";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL985090359651";"EEG946449825579";"";"8/3/2022";"10";"";"";"";"";""
"SEE968516087338";"PVA Großräschen";"In Betrieb";"Solare Strahlungsenergie";"748,44";"740";"5/25/2022";"8/4/2022";"Brandenburg";"01983";"Großräschen";"Gewerbestraße";"24 y";"";"";"12066112";"51,581211";"14,023446";"2268";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"10/5/2022";"";"";"AZA GmbH & Co. Beteiligungs KG";"ABR967262495671";"Teileinspeisung (einschließlich Eigenverbrauch)";"SGE946710107144";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL948950183322";"EEG972137782725";"E41081010000000000000000000319156";"5/25/2022";"748,44";"";"";"";"";""
"SEE979931001519";"PV Kränzlin A";"In Betrieb";"Solare Strahlungsenergie";"1081,51";"992,7";"8/3/2022";"8/4/2022";"Brandenburg";"16818";"Märkisch Linden";"";"";"Kränzlin";"Flur1, FS:80, 82, 78";"12068306";"52,914203";"12,721683";"2932";"Süd-Ost";"";"";"";"";"";"";"";"";"Freifläche";"9/6/2022";"";"";"Unternehmensberatungsgesellschaft Dr. Hack mbH";"ABR985773676471";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"Geprüft";"Mittelspannung";"SEL986117002086";"EEG929819866242";"";"8/3/2022";"1081,51";"SOL21-1/073,";"";"";"";""
"SEE903326123333";"Windmühlenfeld 3";"In Betrieb";"Solare Strahlungsenergie";"592,875";"592,875";"8/1/2022";"8/4/2022";"Sachsen-Anhalt";"06295";"Lutherstadt Eisleben";"Am Windmühlenfeld";"0";"";"";"15087130";"51,560685";"11,548038";"1581";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/30/2022";"";"";"Mariaschk Ziebell Ziebell GbR";"ABR955549644515";"Volleinspeisung";"";"Stadtwerke Lutherstadt Eisleben GmbH (SNB946425570127)";"SNB946425570127";"Geprüft";"Mittelspannung";"SEL968565841837";"EEG997077777556";"E4113501SOLAR0AMWINDMUEHLENFELD02";"8/1/2022";"592";"";"";"";"";""
"SEE971575116291";"PVA Karstädt 2 EEG";"In Planung";"Solare Strahlungsenergie";"4830,975";"3600";"";"8/4/2022";"Brandenburg";"19357";"Karstädt";"";"";"Reckenzin";"Flur 3: 83, 85, 86, 92, 93, 94, 95, 96/1, 97";"12070173";"53,202022";"11,664876";"8874";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/4/2022";"";"11/30/2022";"Energiekontor Solar 16 GmbH & Co. KG";"ABR974335176894";"Volleinspeisung";"";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"";"";"";"";"";"";"";"";"";"";"";""
"SEE911191553681";"Mini PV Anlage";"In Betrieb";"Solare Strahlungsenergie";"0,8";"0,6";"8/1/2022";"8/4/2022";"Sachsen";"01689";"Weinböhla";"";"";"";"";"14627310";"";"";"2";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"8/4/2022";"";"";"natürliche Person (ABR987355334328)";"ABR987355334328";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"SachsenNetze HS.HD GmbH (SNB968914838013)";"SNB968914838013";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL917673526549";"EEG943081438402";"";"8/1/2022";"0,8";"";"";"";"";""
"SEE932034266780";"PVA Karstädt 2 PPA";"In Planung";"Solare Strahlungsenergie";"14361,3";"11000";"";"8/4/2022";"Brandenburg";"19357";"Karstädt";"";"";"Reckenzin";"Flur 3: 83, 85, 86, 92, 93, 94, 95, 96/1, 97";"12070173";"53,202022";"11,664876";"26595";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/4/2022";"";"1/25/2023";"Energiekontor Solar 16 GmbH & Co. KG";"ABR974335176894";"Volleinspeisung";"";"WEMAG Netz GmbH (SNB928759560869)";"SNB928759560869";"";"";"";"";"";"";"";"";"";"";"";""
"SEE925388483934";"BKW600";"In Planung";"Solare Strahlungsenergie";"0,6";"0,6";"";"8/7/2022";"Berlin";"14167";"Berlin";"";"";"";"";"11000000";"";"";"2";"Süd-West";"";"";"";"";"";"";"";"";"Freifläche";"9/20/2022";"";"10/1/2022";"natürliche Person (ABR950679417626)";"ABR950679417626";"Volleinspeisung";"";"Stromnetz Berlin GmbH (SNB979269087643)";"SNB979269087643";"";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"";"";"";"";"";"";"";""
"SEE947728134900";"Solarpark Quedlinburg P19-106";"In Planung";"Solare Strahlungsenergie";"20000";"20000";"";"8/8/2022";"Sachsen-Anhalt";"06484";"Quedlinburg";"";"";"Quedlinburg";"13,12,47";"15085235";"51,118704";"10,523155";"44444";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/8/2022";"";"1/4/2023";"Anumar Solarpark Quedlinburg";"ABR908423813941";"Volleinspeisung";"";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"";"Hochspannung";"";"";"";"";"";"";"";"";"";""
"SEE955439806214";"Balkonkraftwerk";"In Betrieb";"Solare Strahlungsenergie";"0,6";"0,6";"8/8/2022";"8/8/2022";"Sachsen";"09429";"Wolkenstein";"";"";"";"";"14521670";"";"";"2";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"8/8/2022";"";"";"natürliche Person (ABR956727449953)";"ABR956727449953";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL995508646433";"EEG952674967304";"";"8/8/2022";"0,6";"";"";"";"";""
"SEE942639441864";"Photovoltaik-Anlage 1";"In Betrieb";"Solare Strahlungsenergie";"4";"3";"7/1/2022";"8/10/2022";"Brandenburg";"15528";"Spreenhagen";"";"";"";"";"12067469";"";"";"10";"Süd";"";"";"";"";"";"";"";"";"Freifläche";"9/3/2022";"";"";"natürliche Person (ABR911157398189)";"ABR911157398189";"Volleinspeisung";"";"E.DIS Netz GmbH (SNB941690671609)";"SNB941690671609";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL965755374281";"EEG990573841592";"";"7/1/2022";"1,6";"";"";"";"";""
"SEE929083128930";"PV-S10082022_001";"In Betrieb";"Solare Strahlungsenergie";"0,6";"0,6";"8/10/2022";"8/10/2022";"Sachsen-Anhalt";"06844";"Dessau-Roßlau";"";"";"";"";"15001000";"";"";"4";"Ost-West";"";"";"";"";"";"";"";"";"Freifläche";"9/7/2022";"";"";"natürliche Person (ABR940978847842)";"ABR940978847842";"Teileinspeisung (einschließlich Eigenverbrauch)";"";"Dessauer Stromversorgung GmbH (SNB954281375657)";"SNB954281375657";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL955596050314";"EEG961998474252";"";"8/10/2022";"0,6";"";"";"";"";""
